product_id,product_name,inspector_notes,return_reason,classification
82,Hermès H-pattern Silk Tie,Observed: Family member disapproval.,Family member disapproval,restock
10,Apple Watch Series 9 45mm GPS,Assessment: Budget constraints.,Budget constraints,restock
66,Zara High-Waisted Mini Skirt,Customer reported: Slight wear on edges.,Slight wear on edges,refurbish
28,DJI Mini 3 Pro Drone,Flagged: Color not as shown.,Color not as shown,restock
1,Sony WH-1000XM4 Wireless Bluetooth Headphones,Customer notes: Overheating damage.,Overheating damage,restock
85,Hermès Birkin 30 Togo Leather Handbag,Customer notes: ordered wrong quantity.,ordered wrong quantity,restock
13,Logitech C920s HD Pro Webcam,Possible restock case. Better price found.,Better price found,restock
99,Allbirds Tree Runners Casual Shoes,Possible recycle case. Safety hazard.,Safety hazard,recycle
20,Amazon Basics RJ45 Cat-6 Ethernet Cable,Possible overlap with other categories. Budget constraints.,Budget constraints,restock
63,Timberland 6-Inch Premium Waterproof Boots,Flagged: Severe water damage.,Severe water damage,restock
49,Fitbit Charge 5 Advanced Fitness Tracker,Flagged: Family member disapproval.,Family member disapproval,restock
60,Polo Ralph Lauren Classic Fit Polo Shirt,Further testing needed: Color not as shown.,Color not as shown,restock
67,Reformation Silk Midi Dress,Initial check: Color not as shown.,Color not as shown,restock
70,Uniqlo Heattech Cotton Tank Top,Possible overlap with other categories. Minor warping.,Minor warping,refurbish
2,Apple iPhone 15 Pro Silicone Case,Initial check: No longer needed.,No longer needed,restock
60,Polo Ralph Lauren Classic Fit Polo Shirt,Assessment: Fire damage (customer unclear).,Fire damage (customer unclear),recycle
30,Razer BlackWidow V4 Gaming Keyboard,Uncertain: Major impact damage.,Major impact damage,recycle
29,Meta Quest 3 128GB VR Headset,Uncertain: Small tear.,Small tear,refurbish
90,Chanel No. 5 Eau de Parfum,May require refurbish. Significant fading.,Significant fading,refurbish
100,Christian Louboutin So Kate 120mm High Heels,Returned due to: small scratch.,small scratch,refurbish
100,Christian Louboutin So Kate 120mm High Heels,Visual inspection: Severe water damage.,Severe water damage,recycle
13,Logitech C920s HD Pro Webcam,Further testing needed: Duplicate order.,Duplicate order,restock
64,J.Crew Ludlow Slim-Fit Suit Blazer,Uncertain: Box opened but item unused.,Box opened but item unused,restock
48,August Wi-Fi Smart Lock Pro,Reported: Minor functionality issue.,Minor functionality issue,refurbish
98,Zimmermann Silk Maxi Formal Dress,Observed: Overheating damage.,Overheating damage,recycle
14,Blue Yeti USB Microphone,May require recycle. Chemical damage.,Chemical damage,recycle
82,Hermès H-pattern Silk Tie,Uncertain: fit not as expected.,fit not as expected,recycle
16,Amazon Basics High-Speed HDMI Cable,Returned due to: Chemical damage.,Chemical damage,recycle
45,TP-Link RE650 AC2600 Wi-Fi Extender,See attached: Major scratch.,Major scratch,refurbish
4,Rain Design mStand Laptop Stand,Initial check: Budget constraints.,Budget constraints,restock
46,Ring Video Doorbell Pro 2 Smart Doorbell,Customer notes: Heavy wear.,Heavy wear,recycle
46,Ring Video Doorbell Pro 2 Smart Doorbell,Visual inspection: Obvious usage marks.,Obvious usage marks,recycle
97,Patagonia Torrentshell 3L Raincoat,Visual inspection: Occasion cancelled.,Occasion cancelled,restock
66,Zara High-Waisted Mini Skirt,Visual inspection: Packaging slightly damaged (customer unclear).,Packaging slightly damaged (customer unclear),refurbish
42,APC Back-UPS Pro 1500VA Surge Protector,Possible restock case. Better price found.,Better price found,restock
65,Patagonia Better Sweater Fleece Sweater,Further testing needed: Budget constraints (customer unclear).,Budget constraints (customer unclear),refurbish
38,Roku Ultra 4K HDR Streaming Device,Reported: Product arrived late.,Product arrived late,restock
19,SanDisk Ultra 128GB MicroSD Card,Assessment: Unwanted purchase.,Unwanted purchase,restock
75,The North Face Etip Recycled Gloves,Customer reported: Major malfunction.,Major malfunction,refurbish
10,Apple Watch Series 9 45mm GPS,Returned due to: No longer needed.,No longer needed,restock
71,L.L.Bean Fisherman Knit Cardigan,See attached: Cracked screen.,Cracked screen,recycle
22,Belkin MagSafe Car Phone Mount,Initial check: Major malfunction.,Major malfunction,recycle
99,Allbirds Tree Runners Casual Shoes,Assessment: small scratch.,small scratch,refurbish
26,Govee Immersion WiFi LED Strip Lights,Customer notes: Extreme weather damage.,Extreme weather damage,recycle
21,Tomtoc 360 Protective Laptop Bag,Potential restock situation. wrong size ordered.,wrong size ordered,restock
52,Hanes Beefy-T 100% Cotton T-Shirt,Further testing needed: Slight wear on edges.,Slight wear on edges,refurbish
32,Samsung 980 PRO 2TB NVMe SSD,Potential recycle situation. Did not like the product.,Did not like the product,recycle
62,Champion Powerblend Fleece Sweatpants,Visual inspection: Minor dent.,Minor dent,refurbish
3,Anker PowerLine III USB-C Cable,Notes: Torn beyond repair.,Torn beyond repair,recycle
40,Logitech Harmony Elite Universal Remote,Unclear if refurbish or other. Cosmetic imperfection.,Cosmetic imperfection,refurbish
11,Anker PowerCore 26800 Power Bank,Assessment: Loose thread.,Loose thread,restock
70,Uniqlo Heattech Cotton Tank Top,May require refurbish. Gift return.,Gift return,refurbish
5,Logitech MX Master 3S Wireless Mouse,Potential restock situation. Duplicate order.,Duplicate order,restock
61,Patagonia Baggies 5-inch Shorts,Uncertain: Color not as shown.,Color not as shown,restock
41,J Channel Cable Management Raceway,Notes: Obvious repair needed.,Obvious repair needed,refurbish
97,Patagonia Torrentshell 3L Raincoat,Returned due to: Family member disapproval.,Family member disapproval,restock
76,Smartwool PhD Outdoor Light Crew Socks,Assessment: Small stain.,Small stain,refurbish
24,Bose QuietComfort 45 Noise Cancelling Headphones,Assessment: Unwanted purchase.,Unwanted purchase,restock
77,Calvin Klein Cotton Classics Underwear,Unclear if recycle or other. Small stain.,Small stain,recycle
95,Patagonia Houdini Windbreaker,Uncertain: Slight discoloration.,Slight discoloration,refurbish
32,Samsung 980 PRO 2TB NVMe SSD,Unclear if restock or other. Fit not as expected.,Fit not as expected,restock
14,Blue Yeti USB Microphone,Returned due to: Color not as shown.,Color not as shown,restock
23,Belkin BoostCharge Pro 15W Wireless Charger,See attached: Cosmetic imperfection.,Cosmetic imperfection,refurbish
60,Polo Ralph Lauren Classic Fit Polo Shirt,Returned due to: No longer needed.,No longer needed,restock
5,Logitech MX Master 3S Wireless Mouse,Customer reported: seasonal preference change.,seasonal preference change,restock
70,Uniqlo Heattech Cotton Tank Top,Unclear if restock or other. Budget constraints.,Budget constraints,restock
65,Patagonia Better Sweater Fleece Sweater,Reported: Permanent staining.,Permanent staining,recycle
3,Anker PowerLine III USB-C Cable,See attached: Significant fading (customer unclear).,Significant fading (customer unclear),refurbish
97,Patagonia Torrentshell 3L Raincoat,Further testing needed: Extensive wear and tear.,Extensive wear and tear,recycle
15,VIVO Dual Monitor Stand,Possible overlap with other categories. Small scratch.,Small scratch,recycle
14,Blue Yeti USB Microphone,Reported: Box opened but item unused (customer unclear).,Box opened but item unused (customer unclear),refurbish
96,Moncler Genius Down Puffer Jacket,Reported: Light usage wear.,Light usage wear,recycle
11,Anker PowerCore 26800 Power Bank,Potential restock situation. Wrong size ordered.,Wrong size ordered,restock
95,Patagonia Houdini Windbreaker,Potential recycle situation. Major structural damage.,Major structural damage,recycle
87,Ray-Ban Aviator Classic Sunglasses,Reported: fit not as expected.,fit not as expected,restock
86,Montblanc Meisterstück 6CC Wallet,Initial check: Box opened but item unused.,Box opened but item unused,refurbish
26,Govee Immersion WiFi LED Strip Lights,See attached: minor dent.,minor dent,refurbish
92,Lululemon Align High-Rise Pant Activewear,Unclear if recycle or other. Major impact damage.,Major impact damage,recycle
7,Anker PowerPort III 65W Phone Charger,Visual inspection: Box opened but item unused.,Box opened but item unused,refurbish
66,Zara High-Waisted Mini Skirt,Customer notes: Motor failure.,Motor failure,recycle
2,Apple iPhone 15 Pro Silicone Case,Returned due to: Unwanted purchase.,Unwanted purchase,restock
8,ZAGG InvisibleShield iPad Screen Protector,Returned due to: obvious usage marks.,obvious usage marks,recycle
88,Rolex Submariner Date 41mm Watch,Observed: Slight discoloration.,Slight discoloration,refurbish
48,August Wi-Fi Smart Lock Pro,Unclear if restock or other. Family member disapproval.,Family member disapproval,restock
43,CyberPower CP1500PFCLCD UPS Battery,Uncertain: packaging slightly damaged.,packaging slightly damaged,restock
89,Tiffany & Co. T Smile Necklace,Visual inspection: Loose thread.,Loose thread,refurbish
61,Patagonia Baggies 5-inch Shorts,Further testing needed: Material feel different.,Material feel different,restock
60,Polo Ralph Lauren Classic Fit Polo Shirt,Possible overlap with other categories. Cracked screen.,Cracked screen,recycle
49,Fitbit Charge 5 Advanced Fitness Tracker,Uncertain: Hazardous material exposure.,Hazardous material exposure,recycle
48,August Wi-Fi Smart Lock Pro,Potential recycle situation. Motor failure.,Motor failure,recycle
16,Amazon Basics High-Speed HDMI Cable,Visual inspection: different style preferred.,different style preferred,restock
48,August Wi-Fi Smart Lock Pro,Initial check: Noticeable dent.,Noticeable dent,restock
69,Lululemon Align High-Rise Leggings,See attached: style doesn't match.,style doesn't match,refurbish
34,ASUS ROG Strix Z790-E Gaming Motherboard,Notes: Minor alignment issue.,Minor alignment issue,refurbish
43,CyberPower CP1500PFCLCD UPS Battery,See attached: Size chart was incorrect.,Size chart was incorrect,refurbish
85,Hermès Birkin 30 Togo Leather Handbag,Inspected: Material feel different. Needs further review.,Material feel different,restock
70,Uniqlo Heattech Cotton Tank Top,Returned due to: Material feel different.,Material feel different,restock
43,CyberPower CP1500PFCLCD UPS Battery,Assessment: Severe fading.,Severe fading,recycle
93,Alo Yoga 7/8 High-Waist Leggings,Unclear if recycle or other. Permanent staining.,Permanent staining,recycle
91,Tom Ford Oud Wood Cologne,Customer notes: Minor scuff mark.,Minor scuff mark,recycle
17,ASUS AX6000 WiFi 6 Router,Customer reported: Color not as shown.,Color not as shown,restock
42,APC Back-UPS Pro 1500VA Surge Protector,Notes: Changed mind.,Changed mind,recycle
87,Ray-Ban Aviator Classic Sunglasses,Notes: Small puncture.,Small puncture,refurbish
48,August Wi-Fi Smart Lock Pro,See attached: Received as gift.,Received as gift,restock
49,Fitbit Charge 5 Advanced Fitness Tracker,Possible issue: Noticeable dent.,Noticeable dent,refurbish
89,Tiffany & Co. T Smile Necklace,Reported: occasion cancelled.,occasion cancelled,restock
4,Rain Design mStand Laptop Stand,Uncertain: Different style preferred.,Different style preferred,restock
91,Tom Ford Oud Wood Cologne,May require refurbish. Electrical short circuit.,Electrical short circuit,refurbish
87,Ray-Ban Aviator Classic Sunglasses,Potential recycle situation. Motor failure.,Motor failure,recycle
66,Zara High-Waisted Mini Skirt,Assessment: Seasonal preference change.,Seasonal preference change,restock
80,Lululemon Swiftly Tech Long Sleeve Workout Top,May require recycle. obvious repair needed.,obvious repair needed,recycle
49,Fitbit Charge 5 Advanced Fitness Tracker,Uncertain: Small scratch.,Small scratch,refurbish
72,Canada Goose Expedition Parka Coat,Initial check: Loose thread.,Loose thread,recycle
33,NVIDIA GeForce RTX 4080 Graphics Card,Uncertain: Obvious repair needed.,Obvious repair needed,recycle
89,Tiffany & Co. T Smile Necklace,Unclear if refurbish or other. Noticeable dent.,Noticeable dent,refurbish
95,Patagonia Houdini Windbreaker,Reported: Manufacturing defect.,Manufacturing defect,recycle
84,Patagonia Black Hole 25L Backpack,Inspected: Fit not as expected. Needs further review.,Fit not as expected,restock
34,ASUS ROG Strix Z790-E Gaming Motherboard,Unclear if restock or other. Did not like the product.,Did not like the product,restock
25,Amazon Echo Dot 5th Gen Smart Home Hub,Customer notes: Major structural damage.,Major structural damage,refurbish
80,Lululemon Swiftly Tech Long Sleeve Workout Top,Unclear if refurbish or other. Packaging slightly damaged.,Packaging slightly damaged,refurbish
64,J.Crew Ludlow Slim-Fit Suit Blazer,Flagged: Obvious usage marks (customer unclear).,Obvious usage marks (customer unclear),recycle
88,Rolex Submariner Date 41mm Watch,Visual inspection: Obvious repair needed.,Obvious repair needed,refurbish
70,Uniqlo Heattech Cotton Tank Top,Further testing needed: Small puncture.,Small puncture,refurbish
97,Patagonia Torrentshell 3L Raincoat,Visual inspection: Minor scuff mark.,Minor scuff mark,refurbish
26,Govee Immersion WiFi LED Strip Lights,See attached: Minor zipper issue.,Minor zipper issue,refurbish
57,Dockers Alpha Khaki Slim Tapered Pants,Possible issue: Changed mind.,Changed mind,restock
63,Timberland 6-Inch Premium Waterproof Boots,Returned due to: Did not like the product.,Did not like the product,restock
56,Brooks Brothers Non-Iron Dress Shirt,Uncertain: minor warping.,minor warping,refurbish
84,Patagonia Black Hole 25L Backpack,Possible overlap with other categories. Minor functionality issue.,Minor functionality issue,refurbish
63,Timberland 6-Inch Premium Waterproof Boots,Returned due to: Small fabric pull.,Small fabric pull,refurbish
35,Noctua NH-D15 CPU Cooler,Flagged: Permanent staining.,Permanent staining,recycle
40,Logitech Harmony Elite Universal Remote,Potential recycle situation. Obvious usage marks.,Obvious usage marks,recycle
56,Brooks Brothers Non-Iron Dress Shirt,May require refurbish. Major scratch (customer unclear).,Major scratch (customer unclear),refurbish
12,Microsoft Xbox Wireless Controller,Further testing needed: Cosmetic imperfection.,Cosmetic imperfection,recycle
35,Noctua NH-D15 CPU Cooler,Assessment: Completely broken.,Completely broken,recycle
20,Amazon Basics RJ45 Cat-6 Ethernet Cable,Potential restock situation. no longer needed.,no longer needed,restock
93,Alo Yoga 7/8 High-Waist Leggings,Flagged: Changed mind.,Changed mind,restock
72,Canada Goose Expedition Parka Coat,Customer reported: Better price found.,Better price found,restock
1,Sony WH-1000XM4 Wireless Bluetooth Headphones,Returned due to: Torn beyond repair.,Torn beyond repair,recycle
20,Amazon Basics RJ45 Cat-6 Ethernet Cable,Customer reported: Small tear.,Small tear,refurbish
21,Tomtoc 360 Protective Laptop Bag,Further testing needed: seasonal preference change.,seasonal preference change,restock
92,Lululemon Align High-Rise Pant Activewear,Uncertain: Family member disapproval.,Family member disapproval,restock
87,Ray-Ban Aviator Classic Sunglasses,Initial check: Size chart was incorrect.,Size chart was incorrect,refurbish
41,J Channel Cable Management Raceway,Possible recycle case. Overheating damage.,Overheating damage,recycle
77,Calvin Klein Cotton Classics Underwear,Reported: Ordered wrong quantity.,Ordered wrong quantity,restock
81,Hugo Boss Huge6/Genius5 Slim Fit Suit,Further testing needed: fire damage.,fire damage,recycle
65,Patagonia Better Sweater Fleece Sweater,Unclear if recycle or other. Small stain.,Small stain,recycle
74,Patagonia P-6 Logo Trucker Hat,May require restock. Gift return.,Gift return,restock
29,Meta Quest 3 128GB VR Headset,Unclear if refurbish or other. Seasonal preference change.,Seasonal preference change,refurbish
70,Uniqlo Heattech Cotton Tank Top,Customer reported: Major scratch.,Major scratch,recycle
86,Montblanc Meisterstück 6CC Wallet,Uncertain: Loose thread.,Loose thread,refurbish
1,Sony WH-1000XM4 Wireless Bluetooth Headphones,Visual inspection: Overheating damage.,Overheating damage,restock
84,Patagonia Black Hole 25L Backpack,Uncertain: Manufacturing defect.,Manufacturing defect,refurbish
43,CyberPower CP1500PFCLCD UPS Battery,May require recycle. Significant fading.,Significant fading,recycle
50,Amazon Kindle Paperwhite 11th Gen E-Reader,May require recycle. Torn beyond repair.,Torn beyond repair,recycle
15,VIVO Dual Monitor Stand,Unclear if restock or other. Fire damage.,Fire damage,restock
16,Amazon Basics High-Speed HDMI Cable,Uncertain: Different style preferred.,Different style preferred,restock
3,Anker PowerLine III USB-C Cable,Possible issue: Small chip.,Small chip,refurbish
68,Birkenstock Arizona Soft Footbed Sandals,Observed: Major scratch.,Major scratch,refurbish
91,Tom Ford Oud Wood Cologne,Returned due to: gift return.,gift return,restock
70,Uniqlo Heattech Cotton Tank Top,Returned due to: Permanent staining.,Permanent staining,recycle
98,Zimmermann Silk Maxi Formal Dress,Potential refurbish situation. Light usage wear.,Light usage wear,refurbish
65,Patagonia Better Sweater Fleece Sweater,Flagged: Fire damage.,Fire damage,recycle
74,Patagonia P-6 Logo Trucker Hat,Possible overlap with other categories. Material feel different.,Material feel different,restock
28,DJI Mini 3 Pro Drone,Assessment: noticeable dent.,noticeable dent,recycle
61,Patagonia Baggies 5-inch Shorts,Inspected: Slight wear on edges. Needs further review.,Slight wear on edges,refurbish
41,J Channel Cable Management Raceway,Returned due to: Hazardous material exposure.,Hazardous material exposure,restock
32,Samsung 980 PRO 2TB NVMe SSD,Returned due to: Beyond repair.,Beyond repair,recycle
29,Meta Quest 3 128GB VR Headset,Assessment: small scratch.,small scratch,refurbish
99,Allbirds Tree Runners Casual Shoes,Inspected: Extreme weather damage. Needs further review.,Extreme weather damage,recycle
84,Patagonia Black Hole 25L Backpack,Unclear if refurbish or other. Small tear.,Small tear,refurbish
84,Patagonia Black Hole 25L Backpack,Initial check: Minor dent.,Minor dent,refurbish
56,Brooks Brothers Non-Iron Dress Shirt,May require recycle. Extreme weather damage.,Extreme weather damage,recycle
59,Patagonia Better Sweater Fleece Jacket,Observed: Irreparable damage.,Irreparable damage,recycle
61,Patagonia Baggies 5-inch Shorts,Customer reported: Small scratch.,Small scratch,refurbish
15,VIVO Dual Monitor Stand,Initial check: Noticeable dent (customer unclear).,Noticeable dent (customer unclear),refurbish
14,Blue Yeti USB Microphone,Assessment: Electrical short circuit.,Electrical short circuit,recycle
30,Razer BlackWidow V4 Gaming Keyboard,Possible overlap with other categories. Small stain.,Small stain,refurbish
41,J Channel Cable Management Raceway,Observed: Motor failure.,Motor failure,recycle
18,Seagate Backup Plus 4TB External Hard Drive,Customer reported: Small fabric pull.,Small fabric pull,refurbish
76,Smartwool PhD Outdoor Light Crew Socks,Customer notes: Structural failure.,Structural failure,recycle
1,Sony WH-1000XM4 Wireless Bluetooth Headphones,Returned due to: minor scuff mark.,minor scuff mark,refurbish
86,Montblanc Meisterstück 6CC Wallet,Uncertain: Minor functionality issue.,Minor functionality issue,refurbish
38,Roku Ultra 4K HDR Streaming Device,Flagged: ordered wrong quantity.,ordered wrong quantity,restock
14,Blue Yeti USB Microphone,Flagged: Duplicate order.,Duplicate order,restock
71,L.L.Bean Fisherman Knit Cardigan,Flagged: Style doesn't match.,Style doesn't match,restock
21,Tomtoc 360 Protective Laptop Bag,Initial check: Duplicate order.,Duplicate order,restock
100,Christian Louboutin So Kate 120mm High Heels,Observed: Material feel different.,Material feel different,restock
62,Champion Powerblend Fleece Sweatpants,Possible issue: electrical short circuit (customer unclear).,electrical short circuit (customer unclear),restock
78,Eberjey Gisele Long PJ Set,Customer notes: Major scratch.,Major scratch,refurbish
33,NVIDIA GeForce RTX 4080 Graphics Card,Assessment: Family member disapproval.,Family member disapproval,restock
96,Moncler Genius Down Puffer Jacket,Reported: Style doesn't match.,Style doesn't match,restock
5,Logitech MX Master 3S Wireless Mouse,Customer reported: Battery leak.,Battery leak,recycle
71,L.L.Bean Fisherman Knit Cardigan,Flagged: Obvious usage marks.,Obvious usage marks,recycle
99,Allbirds Tree Runners Casual Shoes,Reported: Size chart was incorrect.,Size chart was incorrect,refurbish
56,Brooks Brothers Non-Iron Dress Shirt,Further testing needed: Better price found (customer unclear).,Better price found (customer unclear),restock
23,Belkin BoostCharge Pro 15W Wireless Charger,Unclear if recycle or other. Minor warping.,Minor warping,recycle
51,Epson Home Cinema 2150 Wireless Projector,Further testing needed: Small chip.,Small chip,restock
66,Zara High-Waisted Mini Skirt,Returned due to: Significant fading.,Significant fading,refurbish
87,Ray-Ban Aviator Classic Sunglasses,May require refurbish. Minor warping.,Minor warping,refurbish
41,J Channel Cable Management Raceway,Potential restock situation. Ordered wrong quantity.,Ordered wrong quantity,restock
81,Hugo Boss Huge6/Genius5 Slim Fit Suit,Possible issue: Slight discoloration.,Slight discoloration,refurbish
91,Tom Ford Oud Wood Cologne,Visual inspection: obvious repair needed.,obvious repair needed,refurbish
45,TP-Link RE650 AC2600 Wi-Fi Extender,Reported: fire damage.,fire damage,recycle
79,Patagonia Baggies Swim Shorts,Observed: Product arrived late.,Product arrived late,restock
56,Brooks Brothers Non-Iron Dress Shirt,Potential refurbish situation. Packaging slightly damaged (customer unclear).,Packaging slightly damaged (customer unclear),refurbish
5,Logitech MX Master 3S Wireless Mouse,Assessment: Extensive wear and tear.,Extensive wear and tear,refurbish
70,Uniqlo Heattech Cotton Tank Top,Initial check: Light usage wear.,Light usage wear,refurbish
44,Netgear ProSAFE 16-Port Gigabit Switch,Possible issue: Irreparable damage.,Irreparable damage,recycle
47,Nest Learning Thermostat 4th Gen,Returned due to: Minor cosmetic damage.,Minor cosmetic damage,refurbish
82,Hermès H-pattern Silk Tie,Observed: Minor warping.,Minor warping,refurbish
21,Tomtoc 360 Protective Laptop Bag,Flagged: Occasion cancelled.,Occasion cancelled,restock
37,Samsung 65-inch Neo QLED 4K Smart TV,Possible recycle case. Severe water damage.,Severe water damage,recycle
58,Nike Air Max 270 Running Shoes,See attached: Color not as shown.,Color not as shown,restock
62,Champion Powerblend Fleece Sweatpants,Further testing needed: Slight wear on edges.,Slight wear on edges,refurbish
81,Hugo Boss Huge6/Genius5 Slim Fit Suit,Returned due to: Style doesn't match.,Style doesn't match,restock
3,Anker PowerLine III USB-C Cable,Possible overlap with other categories. Occasion cancelled.,Occasion cancelled,recycle
6,Corsair K95 RGB Platinum Keyboard,Returned due to: Minor warping.,Minor warping,refurbish
28,DJI Mini 3 Pro Drone,Observed: Chemical damage.,Chemical damage,recycle
19,SanDisk Ultra 128GB MicroSD Card,Customer reported: Budget constraints.,Budget constraints,restock
83,Gucci GG Marmont Leather Belt,Possible restock case. Budget constraints.,Budget constraints,restock
68,Birkenstock Arizona Soft Footbed Sandals,Potential restock situation. Duplicate order.,Duplicate order,restock
7,Anker PowerPort III 65W Phone Charger,Unclear if refurbish or other. Packaging slightly damaged.,Packaging slightly damaged,refurbish
28,DJI Mini 3 Pro Drone,Customer notes: Changed mind.,Changed mind,restock
31,Corsair Vengeance LPX 32GB DDR4 RAM,May require restock. Color not as shown.,Color not as shown,restock
29,Meta Quest 3 128GB VR Headset,Inspected: No longer needed. Needs further review.,No longer needed,restock
29,Meta Quest 3 128GB VR Headset,Observed: Color not as shown.,Color not as shown,restock
76,Smartwool PhD Outdoor Light Crew Socks,Visual inspection: Better price found.,Better price found,refurbish
2,Apple iPhone 15 Pro Silicone Case,See attached: Did not like the product.,Did not like the product,restock
7,Anker PowerPort III 65W Phone Charger,Possible issue: Small stain.,Small stain,refurbish
62,Champion Powerblend Fleece Sweatpants,Uncertain: Better price found.,Better price found,restock
52,Hanes Beefy-T 100% Cotton T-Shirt,Initial check: heavy wear (customer unclear).,heavy wear (customer unclear),recycle
71,L.L.Bean Fisherman Knit Cardigan,Further testing needed: Loose thread.,Loose thread,refurbish
36,Fractal Design Define 7 PC Case,Potential recycle situation. Beyond repair.,Beyond repair,recycle
58,Nike Air Max 270 Running Shoes,Unclear if restock or other. Minor scuff mark.,Minor scuff mark,restock
71,L.L.Bean Fisherman Knit Cardigan,Assessment: Wrong size ordered.,Wrong size ordered,restock
50,Amazon Kindle Paperwhite 11th Gen E-Reader,Notes: Obvious usage marks.,Obvious usage marks,refurbish
93,Alo Yoga 7/8 High-Waist Leggings,Potential restock situation. Color not as shown.,Color not as shown,restock
38,Roku Ultra 4K HDR Streaming Device,Notes: duplicate order.,duplicate order,restock
85,Hermès Birkin 30 Togo Leather Handbag,Possible refurbish case. Minor alignment issue.,Minor alignment issue,refurbish
62,Champion Powerblend Fleece Sweatpants,Uncertain: Seasonal preference change.,Seasonal preference change,refurbish
7,Anker PowerPort III 65W Phone Charger,Notes: Size chart was incorrect.,Size chart was incorrect,restock
34,ASUS ROG Strix Z790-E Gaming Motherboard,Potential restock situation. Extreme weather damage.,Extreme weather damage,restock
92,Lululemon Align High-Rise Pant Activewear,Further testing needed: Duplicate order.,Duplicate order,refurbish
47,Nest Learning Thermostat 4th Gen,Further testing needed: Wrong size ordered.,Wrong size ordered,restock
63,Timberland 6-Inch Premium Waterproof Boots,Customer notes: Obvious repair needed.,Obvious repair needed,refurbish
7,Anker PowerPort III 65W Phone Charger,Customer reported: Fit not as expected.,Fit not as expected,restock
32,Samsung 980 PRO 2TB NVMe SSD,Observed: Structural failure.,Structural failure,recycle
70,Uniqlo Heattech Cotton Tank Top,Returned due to: Adhesive residue.,Adhesive residue,refurbish
25,Amazon Echo Dot 5th Gen Smart Home Hub,Possible issue: Received as gift.,Received as gift,restock
29,Meta Quest 3 128GB VR Headset,Flagged: Cosmetic imperfection.,Cosmetic imperfection,refurbish
47,Nest Learning Thermostat 4th Gen,Visual inspection: Minor cosmetic damage.,Minor cosmetic damage,refurbish
62,Champion Powerblend Fleece Sweatpants,Customer reported: Small chip (customer unclear).,Small chip (customer unclear),recycle
94,Lululemon Energy Bra High Support Sports Bra,Reported: small hole.,small hole,refurbish
28,DJI Mini 3 Pro Drone,Possible issue: Minor alignment issue.,Minor alignment issue,refurbish
38,Roku Ultra 4K HDR Streaming Device,Customer notes: Obvious usage marks.,Obvious usage marks,refurbish
89,Tiffany & Co. T Smile Necklace,Customer reported: Unwanted purchase.,Unwanted purchase,recycle
98,Zimmermann Silk Maxi Formal Dress,Possible overlap with other categories. No longer needed.,No longer needed,restock
8,ZAGG InvisibleShield iPad Screen Protector,May require refurbish. Minor button issue.,Minor button issue,refurbish
65,Patagonia Better Sweater Fleece Sweater,Uncertain: Did not like the product.,Did not like the product,restock
98,Zimmermann Silk Maxi Formal Dress,Customer reported: Adhesive residue.,Adhesive residue,restock
44,Netgear ProSAFE 16-Port Gigabit Switch,Initial check: slight discoloration.,slight discoloration,refurbish
37,Samsung 65-inch Neo QLED 4K Smart TV,Flagged: Gift return.,Gift return,restock
89,Tiffany & Co. T Smile Necklace,Possible issue: Fire damage.,Fire damage,recycle
58,Nike Air Max 270 Running Shoes,May require restock. Duplicate order.,Duplicate order,restock
34,ASUS ROG Strix Z790-E Gaming Motherboard,Reported: No longer needed.,No longer needed,restock
81,Hugo Boss Huge6/Genius5 Slim Fit Suit,Possible overlap with other categories. Small tear.,Small tear,refurbish
38,Roku Ultra 4K HDR Streaming Device,Further testing needed: Small chip.,Small chip,refurbish
10,Apple Watch Series 9 45mm GPS,Returned due to: Slight color fading.,Slight color fading,refurbish
84,Patagonia Black Hole 25L Backpack,May require restock. Seasonal preference change.,Seasonal preference change,restock
78,Eberjey Gisele Long PJ Set,Assessment: Small tear.,Small tear,restock
19,SanDisk Ultra 128GB MicroSD Card,Uncertain: Multiple components failed.,Multiple components failed,recycle
13,Logitech C920s HD Pro Webcam,Possible recycle case. Obvious usage marks.,Obvious usage marks,recycle
98,Zimmermann Silk Maxi Formal Dress,Reported: Small tear.,Small tear,refurbish
93,Alo Yoga 7/8 High-Waist Leggings,Possible issue: Budget constraints.,Budget constraints,restock
81,Hugo Boss Huge6/Genius5 Slim Fit Suit,Possible issue: small tear.,small tear,recycle
17,ASUS AX6000 WiFi 6 Router,Inspected: Beyond repair. Needs further review.,Beyond repair,recycle
34,ASUS ROG Strix Z790-E Gaming Motherboard,Potential restock situation. Ordered wrong quantity.,Ordered wrong quantity,restock
86,Montblanc Meisterstück 6CC Wallet,Notes: material feel different.,material feel different,restock
8,ZAGG InvisibleShield iPad Screen Protector,Reported: Material feel different.,Material feel different,restock
73,Acne Studios Oversized Wool Scarf,Uncertain: minor functionality issue.,minor functionality issue,refurbish
88,Rolex Submariner Date 41mm Watch,Assessment: Obvious usage marks.,Obvious usage marks,recycle
40,Logitech Harmony Elite Universal Remote,Flagged: Did not like the product.,Did not like the product,restock
81,Hugo Boss Huge6/Genius5 Slim Fit Suit,Customer notes: Small scratch.,Small scratch,restock
74,Patagonia P-6 Logo Trucker Hat,Assessment: Different style preferred.,Different style preferred,restock
39,Sonos Beam Gen 2 Smart Sound Bar,May require recycle. Extensive wear and tear.,Extensive wear and tear,recycle
